,summary_date_iso,campaign_name,impressions,clicks,installs,spend,CPI,CTR
191,2022-07-14T00:00:00,Super campaign 4,0,0,2,0.0,0.0,
192,2022-07-14T00:00:00,Super campaign 6,1753240,47222,102,39.32539,38.554303921568625,2.693413337592115
193,2022-07-14T00:00:00,Super campaign 9,0,0,14,0.0,0.0,
194,2022-07-15T00:00:00,Super campaign 10,0,41214,0,0.13,inf,inf
195,2022-07-15T00:00:00,Super campaign 16,3108724,79614,170,164.81920000000002,96.9524705882353,2.5609864368789252
196,2022-07-15T00:00:00,Super campaign 6,956652,13096,86,30.0625,34.95639534883721,1.3689408478736258
197,2022-07-16T00:00:00,Super campaign 10,0,41214,0,0.5850000000000001,inf,inf
198,2022-07-16T00:00:00,Super campaign 16,3165604,83344,154,166.00805,107.79743506493506,2.6327993014919113
199,2022-07-16T00:00:00,Super campaign 6,1171720,11762,76,23.725,31.217105263157897,1.0038234390468712
200,2022-07-16T00:00:00,Super campaign 9,0,0,8,0.0,0.0,
201,2022-07-17T00:00:00,Super campaign 10,0,41214,0,0.78,inf,inf
202,2022-07-17T00:00:00,Super campaign 16,3428582,76564,166,173.3706,104.4401204819277,2.233109781244841
203,2022-07-17T00:00:00,Super campaign 6,1227570,16524,108,35.9125,33.25231481481482,1.346073950976319
204,2022-07-17T00:00:00,Super campaign 9,0,0,10,0.0,0.0,
205,2022-07-18T00:00:00,Super campaign 10,0,41214,0,0.13,inf,inf
206,2022-07-18T00:00:00,Super campaign 16,2846278,87068,208,153.023,73.56875,3.059012506859836
207,2022-07-18T00:00:00,Super campaign 6,1134798,11166,100,29.9,29.9,0.9839636657801653
208,2022-07-18T00:00:00,Super campaign 9,0,0,4,0.0,0.0,
209,2022-07-19T00:00:00,Super campaign 10,0,41214,0,0.13,inf,inf
210,2022-07-19T00:00:00,Super campaign 16,2541428,83232,204,153.2544,75.12470588235294,3.275009168074012
211,2022-07-19T00:00:00,Super campaign 6,585216,4358,44,17.55,39.88636363636363,0.7446823053368329
212,2022-07-20T00:00:00,Super campaign 10,0,0,0,0.0,,
213,2022-07-20T00:00:00,Super campaign 16,1310036,38676,172,89.43285,51.995843023255816,2.952285280709843
214,2022-07-20T00:00:00,Super campaign 6,841374,5710,80,20.15,25.187499999999996,0.6786518242779073
215,2022-07-20T00:00:00,Super campaign 9,0,0,2,0.0,0.0,
216,2022-07-21T00:00:00,Super campaign 10,0,0,0,0.0,,
217,2022-07-21T00:00:00,Super campaign 16,0,2,124,0.0,0.0,inf
218,2022-07-21T00:00:00,Super campaign 6,1260810,12984,106,31.85,30.047169811320757,1.0298141670830656
219,2022-07-21T00:00:00,Super campaign 9,0,0,2,0.0,0.0,
220,2022-07-22T00:00:00,Super campaign 10,0,0,0,0.0,,
221,2022-07-22T00:00:00,Super campaign 16,0,0,100,0.0,0.0,
222,2022-07-22T00:00:00,Super campaign 6,1503862,13476,98,35.75,36.47959183673469,0.8960928595841905
223,2022-07-22T00:00:00,Super campaign 9,0,0,2,0.0,0.0,
224,2022-07-23T00:00:00,Super campaign 10,0,0,0,0.0,,
225,2022-07-23T00:00:00,Super campaign 16,0,0,82,0.0,0.0,
226,2022-07-23T00:00:00,Super campaign 4,0,0,2,0.0,0.0,
227,2022-07-23T00:00:00,Super campaign 6,868370,7866,84,29.25,34.82142857142857,0.905835070304133
228,2022-07-23T00:00:00,Super campaign 9,0,0,2,0.0,0.0,
229,2022-07-24T00:00:00,Super campaign 10,0,0,0,0.0,,
230,2022-07-24T00:00:00,Super campaign 16,0,0,62,0.0,0.0,
231,2022-07-24T00:00:00,Super campaign 6,1792852,25726,106,33.15,31.27358490566038,1.4349204507678268
232,2022-07-25T00:00:00,Super campaign 10,0,0,0,0.0,,
233,2022-07-25T00:00:00,Super campaign 16,794362,12778,56,67.22885,120.05151785714285,1.6085865134535642
234,2022-07-25T00:00:00,Super campaign 6,983018,6196,92,28.6,31.086956521739133,0.6303038194621055
235,2022-07-26T00:00:00,Super campaign 10,0,0,0,0.0,,
236,2022-07-26T00:00:00,Super campaign 16,1628010,32918,84,168.92395000000002,201.09994047619048,2.0219777519794104
237,2022-07-26T00:00:00,Super campaign 4,0,0,2,0.0,0.0,
238,2022-07-26T00:00:00,Super campaign 6,1793638,10052,102,33.800000000000004,33.13725490196079,0.5604252363074378
239,2022-07-27T00:00:00,Super campaign 10,0,0,0,0.0,,
240,2022-07-27T00:00:00,Super campaign 16,1489662,31710,72,168.19985000000003,233.61090277777782,2.128670799147726
241,2022-07-27T00:00:00,Super campaign 6,1089292,10890,68,22.75,33.455882352941174,0.9997319359730907
242,2022-07-28T00:00:00,Super campaign 10,0,0,0,0.0,,
243,2022-07-28T00:00:00,Super campaign 16,1476348,30706,88,173.5669,197.23511363636362,2.0798619295721603
244,2022-07-28T00:00:00,Super campaign 6,1932692,20932,84,26.65,31.726190476190474,1.0830489286446054
245,2022-07-29T00:00:00,Super campaign 10,0,0,0,0.0,,
